car_ID,CarName,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19
1,alfa-romero giulia,-0.8295431801822859,1.060764105531812,0.05656985564538439,0.2687839753618524,-0.18019192360430103,0.09761315500169673,0.5107036616192999,0.394304906688341,-0.40344860157946894,0.3525854658474492,-0.39577836124812954,-0.5815510338915939,0.1007567322579105,0.18253756727733894,0.21948221993129025,-0.029507243601720076,-0.01942007904906134,-0.275640375703663,0.009965385245477524
2,alfa-romero stelvio,-0.8399595066682183,1.062392496052879,0.05649184218698695,0.26571146215064473,-0.1769460149456635,0.09531340735274947,0.5056511711364409,0.3915519613579629,-0.4017472151233197,0.35527686013984294,-0.4011002385088672,-0.5752540154620045,0.10091289838485283,0.18849922542801484,0.22292525010620332,-0.03685898460160476,-0.020910667612447628,-0.2700720206253792,0.003991512757613749
3,alfa-romero Quadrifoglio,-0.9068945157426529,1.5301537100656697,0.4485211122728688,0.20581481018033482,0.9485318492662189,-0.13822570945368676,-0.37289787868184227,-0.2390653585580727,0.06399746814316389,-0.7437552841227938,0.46477295816793435,-0.060257200313209525,0.44260758299921527,-0.33290446199498996,-0.1990847244800242,0.17232276328720608,-0.11855834224163199,-0.27383613032206544,0.07835065371123147
4,audi 100 ls,0.0765202402052107,-0.5468016524933433,0.7656039795951434,-0.7036382708717432,-0.8230779310189024,-0.07357199567882837,0.3006864653035302,-0.2075603799714181,-0.2141177188804783,-0.10868465477184124,0.14637703381682587,-0.10092183158922968,-0.14638121768180254,-0.17956137177475712,-0.063999992136631,-0.2580824968447836,-0.1321361157302948,-0.014787112699057308,-0.025791091085990044
5,audi 100ls,-0.6725493580547015,-0.297943232026269,0.7519907383617727,-0.7626911507182446,-0.3205709160205507,-0.11318802929295575,0.12084819443602669,-0.7094904182780123,0.10753747209007049,-0.13395012385268742,-0.13202323558075182,0.4441963728850095,-0.9404044405268269,0.010927728311688265,-0.2501447704256322,-0.255888240662249,-0.06820889840669153,-0.16622345600233657,-0.220544440449223
6,audi fox,-0.14664447138767,0.10028043058813495,0.835383836047436,-0.9202717941205214,-0.491182025995635,-0.5589125301744965,0.06415158245030386,-0.7886393767101649,0.00376136398503785,-0.3902213902785244,-0.3950343966315942,0.29884195944996633,-0.7376181351904653,0.080101867969976,0.20586309973080452,0.12227835953639829,0.3875241476372016,0.032735341898809646,-0.24914872368805874
7,audi 100ls,-0.19787567462352368,-0.4424670735439882,0.9186325605525322,-0.8459034948020633,0.36996536686775416,-0.1104490171963947,-0.8581397470064782,-0.19448681034717927,-0.06646927666684412,-0.5324496743005974,-0.18444715137919157,0.03301294949974707,-0.784075382237136,0.42199245345254505,0.08264014115118795,-0.2751599995921688,-0.09351338323394336,0.23582484265216475,-0.24394154595214532
8,audi 5000,-0.13598775168445282,-0.09558748092875956,0.5250616901279178,-0.3216536838184093,0.04657038981168213,0.6944599744320993,-1.315605338908511,-0.5270504832687549,-0.0917182871527451,-0.8020270550866135,-0.5579724777442153,-0.12207128055520806,-0.7863377765534728,0.1728646914988258,0.011827070252098799,-0.27353108133944715,-0.1390382825554982,0.12509323703857814,-0.320988380404245
9,audi 4000,-0.3094584900304794,-0.445732032482332,0.527506195995715,-1.0965544560578282,0.3378290784175768,-0.20124836370780375,-1.1168865677380004,0.1084489275719896,-0.36959375527959837,-0.5217575708759441,-0.2707333411348506,0.5445466732913492,-0.8324558936064822,0.1938059258000472,0.039063027055498696,-0.32127904574486077,0.023879130861717585,0.002115959822721469,0.07986869497533015
10,audi 5000s (diesel),-0.5385336643478026,0.7204290323789828,-0.3271167205636265,-0.07245720569493867,-0.3801377441542023,-0.38568237481812795,-0.7242726380057338,0.15497169182576223,0.6787468199523294,-0.5477750993779908,-0.25515581417579164,1.0620159607993565,-0.707314776282196,0.3890128269455692,-0.12386873236332549,0.2096728561145158,0.37940463252052853,-0.316585122719459,0.21098210942317613
11,bmw 320i,-0.6558437439564094,0.24920424675340655,0.48654749402172404,-0.7102487895794087,-0.32286254177969986,0.2123159687222358,1.189379972188392,0.052235778644809897,0.10557996366677976,-0.03375421096266788,-0.1906314313749072,0.05392386592873285,-0.08595662747949248,-0.16142348083476854,-0.07301723148073688,0.1625683574188852,0.18934276883954346,-0.2083845692903679,-0.19587377497143052
12,bmw 320i,-0.911504624420649,-0.6426220043416678,0.35527376340332556,0.0360202838769735,-0.16104090111120337,0.1616365781168138,0.45547835161243316,0.6546489080445226,0.6018783465726525,0.07598334825500658,-0.0781077169406045,-0.05641841395716286,-0.0487580595297631,0.157258171292275,-0.26358901205459,0.05295630190463317,-0.0861666840649057,-0.13258436916804278,0.05967133333929155
13,bmw x1,-1.285592862500424,0.040380454522556744,0.5023283217141604,-0.007832916126055056,0.33126545693863285,-0.45640442884990673,0.1956828745118158,-0.04977729824556821,0.906765782649119,-0.11412765603566773,-0.40727333832109575,0.25181818465049505,0.4196148172252667,-0.08193143198648456,-0.1375873222729251,0.15623393083605094,0.569455148724759,-0.13834820910710743,-0.12752503698201745
14,bmw x3,-1.3869478354029965,-0.47387102452324814,0.5552925687373245,0.07998173131392337,0.28947550831111807,-0.2672698273660645,-0.051001184976860486,-0.06397001889880542,0.8744896856513781,0.0509042848471756,-0.0975511068901518,0.22141112405835714,0.306739201810789,-0.14931748780549972,-0.3952693784659179,-0.24848387372144534,0.13498047674326075,-0.09830370310592818,-0.007465224370138378
15,bmw z4,-1.13524935547086,-0.09462573533907617,0.7910874780253911,-0.5711793568405373,0.9877952951723988,0.20081449852894012,-0.2052466299920691,-0.061149104582083495,0.3027674614598717,-0.16748557807556036,-0.03633641798508937,0.04563882605119033,0.25387311662895157,-0.15200997993287285,-0.41906867914550705,-0.5239452419835454,-0.06258622864347844,-0.008456816513613302,-0.20648513009389466
16,bmw x4,-1.5566874316656594,-0.44024520063150274,0.6128412532624462,0.03511471758745265,0.2593880684455468,-0.25032293616072715,-0.1752205778187324,-0.017648723461754116,0.8877700520995944,0.09157804764102874,-0.1573793419187226,0.3017405949877278,0.21348359079910903,-0.1669877824851761,-0.3112977838271604,-0.3001320067302645,0.09874810579567411,0.07715132681649349,-0.10420893326815495
17,bmw x5,-1.3973557257851572,0.08164846794946658,0.563624456770668,-0.03973633936522414,0.2883354685633224,-0.445813288042003,0.09825793476594571,0.028146618685242625,0.9119907642753934,-0.08203857032886154,-0.4283931741042117,0.29803963475552,0.31263117100318283,-0.13259942024272792,-0.06158280398349456,0.16291026548525703,0.49178047606794595,0.01612707398110027,-0.1980100090579972
18,bmw x3,-1.664789422806501,-0.4668050561247479,0.5874358015406025,-0.005011450789985099,0.27214254316341013,-0.22176132424214515,-0.24333655887009842,-0.02978072761023105,0.9018869632303138,0.060440884726547364,-0.1198242921122426,0.3551892821133888,0.15966512201293698,-0.11896607528697761,-0.16554638897499546,-0.33404052078440216,0.06474287869010795,0.15935142045812167,-0.20279041766384326
19,chevrolet impala,0.8506135309328443,0.8475949056965688,-0.11151433385013633,0.6512683142786745,-0.033600791688036175,-0.5079308493702158,0.45462916351617205,-0.971979632774373,-0.4214573665628836,-0.3009714666776093,0.6180874083897143,0.1663627934420543,-0.5366799905668869,-0.6044337214251988,0.19352580833171923,-0.17885226424987558,0.7573928419035161,0.31541213930678336,0.26873533312901715
20,chevrolet monte carlo,1.5358315021232178,0.6737772093954563,-0.03252111383898714,0.10629406197755692,0.5153176976785536,0.1578913508922984,-0.02723081898239803,0.025693405501033755,0.10641480291155232,-0.212744916491704,0.0967748317198502,0.01688867406702386,0.09408603614516681,0.14153014669074285,-0.00011876834179874097,0.0076130712254533,0.12775866855898418,-0.010603113450086122,0.07907239556132416
